Photo ID,Project class,Stage,People visible,Address visible,Family or customer visible,Vendor or employee visible,Drawing or pricing visible,Vehicle identifier visible,Location metadata removed,Redaction required,Owner approved,Decision,Notes
,unknown,unknown,,,,,,,,,,,HOLD,
